Type,Size,Trigger,Design,Has_CTA,Position,Content_Type,Category
Notification Bar,Medium,Timer,Clean,Yes,Top Left,Offer,Less Well-Defined
Modal,Large,Click,Clean,No,Bottom Right,Alert,Ambiguous
Banner,Medium,On Load,Flat,Yes,Top Left,Offer,Less Well-Defined
Dialog,Medium,Scroll,Clean,Yes,Top,Recommendation,Well-Defined
Modal,Medium,Exit Intent,Modern,No,Top,Recommendation,Well-Defined
Exit Popup,Thin,Timer,Flat,No,Top Right,Help,Ambiguous
Modal,Large,Exit Intent,Soft,Yes,Bottom Right,Alert,Well-Defined
Tooltip,Medium,Page Load,Aggressive,Yes,Top,Help,Ambiguous
Notification Bar,Small,Timer,Simple,Yes,Bottom,Help,Less Well-Defined
Banner,Medium,Hover,Flat,Yes,Bottom Left,Newsletter,Less Well-Defined
Banner,Medium,Timer,Clean,Yes,Top Left,Discount,Less Well-Defined
Floating Box,Small,Hover,Aggressive,No,Top,Reminder,Ambiguous
Exit Popup,Small,Hover,Basic,No,Top,Help,Ambiguous
Slide-in,Thin,Timer,Intrusive,No,Top Right,Ad,Well-Defined
Floating Box,Thin,Page Load,Aggressive,No,Top Right,Survey,Ambiguous
Tooltip,Small,Page Load,Intrusive,No,Top Right,Reminder,Ambiguous
Slide-in,Small,On Load,Bold,Yes,Bottom,Discount,Less Well-Defined
Banner,Medium,Timer,Flat,Yes,Bottom Left,Discount,Less Well-Defined
Slide-in,Thin,Timer,Flat,No,Center,Survey,Ambiguous
Floating Box,Small,Hover,Basic,No,Top,Survey,Ambiguous
Dialog,Medium,On Load,Flat,No,Bottom,Offer,Less Well-Defined
Fullscreen,Large,Click,Soft,No,Top,Recommendation,Well-Defined
Notification Bar,Medium,On Load,Flat,No,Bottom Left,Newsletter,Less Well-Defined
Tooltip,Small,Hover,Aggressive,Yes,Top Right,Ad,Less Well-Defined
Exit Popup,Thin,Hover,Basic,No,Top Right,Reminder,Ambiguous
Slide-in,Small,Hover,Clean,Yes,Bottom,Help,Less Well-Defined
Notification Bar,Small,Hover,Bold,Yes,Bottom,Discount,Less Well-Defined
Slide-in,Medium,On Load,Flat,Yes,Top Left,Newsletter,Less Well-Defined
Dialog,Large,Exit Intent,Modern,Yes,Bottom Right,Recommendation,Well-Defined
Tooltip,Small,Hover,Intrusive,No,Top Right,Survey,Ambiguous
Modal,Large,Scroll,Bold,No,Bottom Right,Alert,Well-Defined
Fullscreen,Medium,Exit Intent,Clean,Yes,Full Page,Recommendation,Well-Defined
Exit Popup,Small,Page Load,Flat,Yes,Center,Ad,Well-Defined
Slide-in,Medium,On Load,Clean,No,Bottom,Newsletter,Less Well-Defined
Dialog,Medium,Scroll,Soft,No,Center,Ad,Well-Defined
Exit Popup,Small,Page Load,Aggressive,Yes,Top Right,Reminder,Ambiguous
Modal,Medium,On Load,Bold,No,Top,Ad,Well-Defined
Exit Popup,Small,Page Load,Aggressive,Yes,Top Right,Reminder,Ambiguous
Fullscreen,Medium,Click,Soft,No,Top,Ad,Well-Defined
Slide-in,Thin,Hover,Intrusive,No,Center,Reminder,Ambiguous
Slide-in,Small,Hover,Aggressive,No,Center,Ad,Ambiguous
Slide-in,Small,Hover,Clean,Yes,Bottom Left,Offer,Less Well-Defined
Tooltip,Thin,Page Load,Aggressive,Yes,Top Right,Ad,Ambiguous
Floating Box,Small,Page Load,Basic,No,Top,Survey,Ambiguous
Exit Popup,Small,Hover,Aggressive,Yes,Top,Reminder,Ambiguous
Banner,Small,On Load,Flat,Yes,Bottom Left,Help,Less Well-Defined
Dialog,Medium,Click,Modern,No,Bottom Right,Alert,Well-Defined
Exit Popup,Small,Hover,Basic,Yes,Top,Reminder,Ambiguous
Dialog,Medium,Timer,Flat,No,Bottom,Offer,Less Well-Defined
Slide-in,Medium,On Load,Simple,No,Bottom Left,Discount,Less Well-Defined
Exit Popup,Thin,Hover,Basic,Yes,Top,Reminder,Ambiguous
Exit Popup,Small,Page Load,Aggressive,No,Top Right,Help,Ambiguous
Dialog,Large,Exit Intent,Bold,Yes,Bottom Right,Recommendation,Well-Defined
Banner,Medium,Click,Clean,Yes,Center,Alert,Well-Defined
Exit Popup,Thin,Hover,Aggressive,No,Top Right,Reminder,Ambiguous
Slide-in,Medium,Hover,Aggressive,No,Center,Survey,Ambiguous
Dialog,Medium,Exit Intent,Modern,No,Center,Ad,Well-Defined
Notification Bar,Small,Timer,Clean,No,Top Left,Newsletter,Less Well-Defined
Banner,Medium,Exit Intent,Bold,Yes,Full Page,Recommendation,Well-Defined
Dialog,Medium,Timer,Simple,Yes,Top Left,Offer,Less Well-Defined
Slide-in,Medium,Timer,Simple,Yes,Top Left,Newsletter,Less Well-Defined
Banner,Medium,Hover,Clean,No,Top Left,Offer,Less Well-Defined
Exit Popup,Thin,Page Load,Aggressive,Yes,Top Right,Reminder,Ambiguous
Banner,Medium,Scroll,Soft,Yes,Center,Ad,Well-Defined
Fullscreen,Large,Exit Intent,Modern,No,Top,Alert,Well-Defined
Exit Popup,Thin,Page Load,Aggressive,No,Top,Reminder,Ambiguous
Floating Box,Thin,Timer,Basic,Yes,Center,Reminder,Ambiguous
Slide-in,Medium,Timer,Flat,No,Top Right,Help,Ambiguous
Exit Popup,Medium,Hover,Intrusive,No,Center,Ad,Ambiguous
Floating Box,Small,Hover,Aggressive,Yes,Top Right,Reminder,Ambiguous
Fullscreen,Medium,Click,Bold,Yes,Full Page,Ad,Well-Defined
Notification Bar,Small,Timer,Bold,No,Bottom Left,Discount,Less Well-Defined
Banner,Small,Timer,Flat,No,Top Left,Discount,Less Well-Defined
Modal,Medium,Exit Intent,Soft,Yes,Center,Alert,Well-Defined
Notification Bar,Medium,Timer,Flat,No,Top Left,Help,Less Well-Defined
Exit Popup,Small,Timer,Intrusive,No,Top Right,Survey,Ambiguous
Floating Box,Small,Hover,Basic,No,Top,Survey,Ambiguous
Dialog,Medium,Scroll,Modern,No,Center,Offer,Well-Defined
Banner,Small,Timer,Flat,No,Bottom Left,Newsletter,Less Well-Defined
Notification Bar,Medium,On Load,Bold,Yes,Bottom Left,Newsletter,Less Well-Defined
Tooltip,Small,Timer,Aggressive,No,Top Right,Help,Less Well-Defined
Dialog,Small,On Load,Simple,No,Bottom Left,Help,Less Well-Defined
Slide-in,Small,Timer,Bold,Yes,Bottom Left,Offer,Less Well-Defined
Dialog,Medium,Click,Clean,Yes,Bottom Right,Alert,Well-Defined
Modal,Medium,On Load,Clean,Yes,Full Page,Offer,Well-Defined
Banner,Small,On Load,Bold,Yes,Top Left,Discount,Less Well-Defined
Banner,Small,Timer,Flat,No,Bottom Left,Discount,Less Well-Defined
Dialog,Large,Scroll,Modern,Yes,Bottom Right,Recommendation,Well-Defined
Dialog,Large,Exit Intent,Soft,Yes,Full Page,Ad,Well-Defined
Floating Box,Small,Page Load,Aggressive,No,Top,Survey,Ambiguous
Slide-in,Medium,Hover,Flat,No,Top,Help,Well-Defined
Slide-in,Small,On Load,Flat,Yes,Top Left,Newsletter,Less Well-Defined
Banner,Medium,On Load,Flat,No,Top Left,Help,Less Well-Defined
Banner,Medium,Click,Modern,Yes,Top,Ad,Well-Defined
Notification Bar,Small,On Load,Bold,Yes,Top Left,Newsletter,Less Well-Defined
Notification Bar,Small,Hover,Bold,Yes,Top Left,Help,Less Well-Defined
Fullscreen,Large,Click,Bold,Yes,Full Page,Alert,Ambiguous
Notification Bar,Small,Timer,Simple,No,Bottom Left,Help,Less Well-Defined
Dialog,Small,On Load,Bold,No,Bottom,Discount,Less Well-Defined
Modal,Medium,Click,Soft,Yes,Bottom Right,Alert,Well-Defined
Notification Bar,Medium,On Load,Simple,No,Bottom Left,Newsletter,Less Well-Defined
Exit Popup,Thin,Page Load,Aggressive,No,Top Right,Help,Ambiguous
Dialog,Medium,Scroll,Clean,No,Center,Ad,Well-Defined
Slide-in,Thin,Page Load,Basic,Yes,Top Right,Survey,Ambiguous
Exit Popup,Thin,Page Load,Intrusive,No,Top Right,Reminder,Ambiguous
Modal,Large,On Load,Clean,Yes,Full Page,Alert,Well-Defined
Exit Popup,Small,Hover,Basic,No,Top,Reminder,Ambiguous
Slide-in,Medium,Page Load,Basic,Yes,Top,Help,Ambiguous
Banner,Small,On Load,Bold,No,Bottom Left,Help,Less Well-Defined
Slide-in,Small,Timer,Flat,No,Top Right,Survey,Ambiguous
Dialog,Small,Hover,Bold,Yes,Bottom Left,Offer,Less Well-Defined
Banner,Medium,Click,Soft,Yes,Bottom Right,Ad,Well-Defined
Slide-in,Small,Hover,Bold,Yes,Top Left,Discount,Ambiguous
Dialog,Medium,Click,Clean,Yes,Full Page,Ad,Well-Defined
Slide-in,Medium,Hover,Flat,Yes,Top Right,Survey,Ambiguous
Notification Bar,Small,Hover,Clean,No,Top Left,Help,Less Well-Defined
Dialog,Medium,On Load,Modern,No,Top,Recommendation,Well-Defined
Banner,Large,Scroll,Bold,Yes,Bottom Right,Offer,Well-Defined
Fullscreen,Large,Click,Soft,No,Bottom Right,Ad,Well-Defined
Slide-in,Medium,Timer,Simple,No,Bottom Left,Discount,Less Well-Defined
Dialog,Small,Hover,Bold,No,Bottom Left,Newsletter,Less Well-Defined
Exit Popup,Thin,Page Load,Intrusive,Yes,Top,Help,Ambiguous
Slide-in,Medium,Timer,Simple,No,Top Left,Newsletter,Less Well-Defined
Modal,Large,On Load,Bold,No,Center,Ad,Well-Defined
Slide-in,Medium,On Load,Bold,Yes,Bottom Left,Offer,Less Well-Defined
Dialog,Large,Exit Intent,Soft,Yes,Bottom Right,Recommendation,Well-Defined
Floating Box,Thin,Hover,Aggressive,No,Top Right,Help,Less Well-Defined
Exit Popup,Thin,Page Load,Intrusive,Yes,Top Right,Reminder,Ambiguous
Banner,Medium,On Load,Bold,No,Bottom Left,Newsletter,Less Well-Defined
Fullscreen,Large,Click,Modern,Yes,Center,Recommendation,Well-Defined
Fullscreen,Large,Click,Soft,Yes,Center,Recommendation,Well-Defined
Dialog,Medium,On Load,Bold,Yes,Bottom Left,Newsletter,Less Well-Defined
Tooltip,Small,Timer,Basic,No,Top Right,Ad,Ambiguous
Fullscreen,Medium,Click,Soft,No,Top,Offer,Ambiguous
Exit Popup,Small,Hover,Basic,No,Top Right,Help,Ambiguous
Notification Bar,Medium,On Load,Bold,No,Top Left,Offer,Ambiguous
Slide-in,Medium,Hover,Clean,Yes,Bottom,Discount,Less Well-Defined
Dialog,Large,Exit Intent,Soft,No,Full Page,Recommendation,Well-Defined
Banner,Large,On Load,Soft,Yes,Center,Ad,Well-Defined
Banner,Medium,Scroll,Modern,Yes,Top,Offer,Well-Defined
Slide-in,Medium,Page Load,Flat,Yes,Top Right,Ad,Ambiguous
Banner,Large,Scroll,Soft,No,Bottom Right,Offer,Well-Defined
Floating Box,Thin,Page Load,Flat,Yes,Top Right,Ad,Ambiguous
Slide-in,Small,Timer,Bold,No,Bottom,Newsletter,Less Well-Defined
Floating Box,Medium,Hover,Aggressive,Yes,Center,Ad,Ambiguous
Tooltip,Small,Hover,Intrusive,No,Top,Help,Ambiguous
Floating Box,Medium,Page Load,Intrusive,Yes,Top Right,Ad,Ambiguous
Exit Popup,Small,Page Load,Intrusive,No,Top,Survey,Ambiguous
Tooltip,Small,Hover,Aggressive,Yes,Top Right,Reminder,Ambiguous
Floating Box,Small,Page Load,Intrusive,Yes,Top,Survey,Less Well-Defined
Slide-in,Medium,Timer,Flat,No,Bottom Left,Newsletter,Less Well-Defined
Banner,Small,On Load,Bold,No,Bottom Left,Help,Less Well-Defined
Dialog,Small,Hover,Clean,No,Bottom Left,Newsletter,Less Well-Defined
Dialog,Large,Exit Intent,Clean,No,Bottom Right,Offer,Well-Defined
Notification Bar,Small,Timer,Simple,No,Top Left,Discount,Less Well-Defined
Notification Bar,Medium,Timer,Bold,No,Bottom,Help,Less Well-Defined
Exit Popup,Small,Timer,Aggressive,Yes,Top,Reminder,Ambiguous
Tooltip,Thin,Page Load,Intrusive,No,Top Right,Help,Ambiguous
Banner,Large,On Load,Modern,No,Bottom Right,Alert,Well-Defined
Dialog,Small,Hover,Simple,No,Top Left,Newsletter,Less Well-Defined
Tooltip,Small,Timer,Flat,Yes,Center,Help,Ambiguous
Notification Bar,Small,Timer,Simple,Yes,Bottom,Offer,Less Well-Defined
Floating Box,Small,Timer,Aggressive,No,Top Right,Ad,Ambiguous
Floating Box,Thin,Hover,Aggressive,No,Top,Survey,Ambiguous
Modal,Large,Scroll,Soft,Yes,Full Page,Ad,Well-Defined
Slide-in,Medium,On Load,Simple,No,Bottom Left,Newsletter,Well-Defined
Banner,Medium,Hover,Clean,No,Top Left,Help,Less Well-Defined
Tooltip,Small,Hover,Aggressive,Yes,Top,Reminder,Ambiguous
Floating Box,Small,Page Load,Basic,Yes,Top Right,Help,Ambiguous
Dialog,Medium,Timer,Clean,Yes,Bottom Left,Newsletter,Less Well-Defined
Floating Box,Medium,Timer,Intrusive,No,Top Right,Reminder,Ambiguous
Notification Bar,Small,On Load,Simple,Yes,Top Left,Offer,Less Well-Defined
Slide-in,Small,Timer,Aggressive,No,Top Right,Ad,Ambiguous
Fullscreen,Large,On Load,Bold,Yes,Top,Recommendation,Well-Defined
Exit Popup,Small,Page Load,Flat,No,Center,Ad,Ambiguous
Slide-in,Thin,Page Load,Intrusive,Yes,Top,Reminder,Less Well-Defined
Exit Popup,Medium,Page Load,Flat,Yes,Top,Help,Ambiguous
Exit Popup,Medium,Timer,Aggressive,No,Top Right,Reminder,Well-Defined
Fullscreen,Medium,Exit Intent,Bold,No,Bottom Right,Offer,Well-Defined
Exit Popup,Thin,Page Load,Aggressive,No,Top Right,Help,Ambiguous
Exit Popup,Small,Page Load,Intrusive,No,Top Right,Reminder,Ambiguous
Fullscreen,Large,Exit Intent,Soft,No,Bottom Right,Offer,Well-Defined
Fullscreen,Large,Click,Clean,Yes,Full Page,Alert,Well-Defined
Exit Popup,Medium,Hover,Basic,Yes,Top,Help,Ambiguous
Floating Box,Small,Page Load,Aggressive,No,Top,Reminder,Ambiguous
Banner,Medium,Timer,Bold,Yes,Top Left,Offer,Less Well-Defined
Banner,Large,Click,Soft,No,Bottom Right,Alert,Well-Defined
Dialog,Large,Click,Bold,No,Full Page,Alert,Well-Defined
Floating Box,Small,Hover,Aggressive,Yes,Top Right,Survey,Ambiguous
Tooltip,Small,Hover,Aggressive,No,Top Right,Survey,Ambiguous
Dialog,Medium,Exit Intent,Clean,Yes,Bottom Right,Alert,Well-Defined
Notification Bar,Small,Hover,Bold,No,Bottom,Discount,Less Well-Defined
Tooltip,Thin,Page Load,Basic,Yes,Top Right,Survey,Ambiguous
Banner,Medium,Timer,Bold,No,Bottom Left,Newsletter,Less Well-Defined
Tooltip,Thin,Timer,Aggressive,Yes,Top,Reminder,Ambiguous
Slide-in,Small,On Load,Bold,No,Top Left,Discount,Less Well-Defined
Fullscreen,Medium,Exit Intent,Clean,No,Bottom Right,Ad,Well-Defined
Dialog,Medium,Scroll,Modern,No,Bottom Right,Ad,Well-Defined
Dialog,Large,Exit Intent,Soft,Yes,Bottom Right,Alert,Well-Defined
Exit Popup,Thin,Timer,Flat,No,Center,Help,Ambiguous
Banner,Large,Click,Modern,Yes,Bottom Right,Recommendation,Well-Defined
Exit Popup,Small,Page Load,Basic,No,Top,Survey,Ambiguous
Fullscreen,Large,Click,Clean,Yes,Center,Recommendation,Well-Defined
Slide-in,Small,Timer,Clean,No,Bottom Left,Discount,Less Well-Defined
Banner,Medium,Click,Modern,Yes,Center,Recommendation,Well-Defined
Tooltip,Medium,Page Load,Basic,No,Top,Survey,Ambiguous
Dialog,Small,Hover,Clean,No,Bottom Left,Help,Less Well-Defined
Exit Popup,Medium,Page Load,Aggressive,Yes,Top Right,Help,Ambiguous
Exit Popup,Small,Hover,Intrusive,Yes,Top Right,Help,Ambiguous
Fullscreen,Large,On Load,Bold,No,Center,Recommendation,Well-Defined
Fullscreen,Medium,Exit Intent,Soft,No,Center,Recommendation,Well-Defined
Banner,Medium,On Load,Simple,Yes,Top Left,Discount,Less Well-Defined
Banner,Medium,On Load,Bold,No,Bottom Right,Offer,Well-Defined
Banner,Medium,Scroll,Soft,Yes,Bottom Right,Alert,Well-Defined
Banner,Small,Hover,Flat,Yes,Bottom Left,Newsletter,Less Well-Defined
Modal,Large,Exit Intent,Bold,No,Center,Recommendation,Well-Defined
Floating Box,Small,Hover,Intrusive,No,Top,Reminder,Ambiguous
Banner,Small,Timer,Simple,Yes,Top Left,Newsletter,Less Well-Defined
Banner,Medium,Scroll,Bold,Yes,Center,Ad,Well-Defined
Tooltip,Thin,Hover,Basic,No,Top Right,Reminder,Ambiguous
Floating Box,Medium,Page Load,Flat,No,Top,Help,Ambiguous
Notification Bar,Medium,Timer,Bold,Yes,Bottom Left,Newsletter,Less Well-Defined
Banner,Medium,Hover,Clean,No,Bottom Left,Discount,Less Well-Defined
Modal,Medium,Click,Modern,No,Full Page,Ad,Well-Defined
Notification Bar,Medium,On Load,Clean,No,Bottom,Discount,Less Well-Defined
Slide-in,Small,On Load,Simple,Yes,Bottom Left,Discount,Less Well-Defined
Modal,Large,On Load,Soft,Yes,Bottom Right,Recommendation,Well-Defined
Modal,Medium,Exit Intent,Bold,Yes,Bottom Right,Offer,Well-Defined
Exit Popup,Small,Hover,Intrusive,Yes,Top Right,Ad,Ambiguous
Modal,Medium,Scroll,Modern,Yes,Center,Recommendation,Well-Defined
Fullscreen,Medium,On Load,Soft,No,Bottom Right,Alert,Well-Defined
Fullscreen,Large,Click,Bold,No,Bottom Right,Alert,Well-Defined
Fullscreen,Medium,Scroll,Clean,No,Full Page,Alert,Well-Defined
Dialog,Medium,Timer,Flat,Yes,Bottom Left,Discount,Less Well-Defined
Banner,Small,Timer,Simple,Yes,Top Left,Newsletter,Less Well-Defined
Floating Box,Small,Page Load,Basic,No,Top,Reminder,Ambiguous
Fullscreen,Large,Exit Intent,Clean,No,Full Page,Ad,Well-Defined
Banner,Medium,On Load,Simple,Yes,Bottom Left,Newsletter,Less Well-Defined
Floating Box,Medium,Page Load,Flat,Yes,Top,Survey,Ambiguous
Slide-in,Small,Page Load,Basic,No,Center,Survey,Ambiguous
Slide-in,Medium,Timer,Flat,No,Bottom,Offer,Less Well-Defined
Floating Box,Thin,Hover,Intrusive,No,Top Right,Reminder,Ambiguous
Dialog,Medium,Click,Clean,No,Bottom Right,Recommendation,Well-Defined
Slide-in,Medium,Hover,Bold,No,Top Left,Discount,Ambiguous
Dialog,Medium,Hover,Bold,Yes,Bottom,Discount,Less Well-Defined
Dialog,Medium,Exit Intent,Soft,Yes,Full Page,Recommendation,Well-Defined
Tooltip,Small,Hover,Flat,No,Top Right,Survey,Well-Defined
Notification Bar,Small,On Load,Flat,No,Top Left,Offer,Less Well-Defined
Modal,Medium,Click,Clean,Yes,Full Page,Recommendation,Well-Defined
Exit Popup,Thin,Timer,Intrusive,Yes,Center,Reminder,Ambiguous
Slide-in,Medium,On Load,Simple,Yes,Bottom Left,Newsletter,Less Well-Defined
Floating Box,Thin,Page Load,Intrusive,Yes,Top,Help,Ambiguous
Dialog,Medium,Timer,Flat,Yes,Bottom Left,Offer,Ambiguous
Dialog,Large,Exit Intent,Bold,No,Bottom Right,Alert,Well-Defined
Slide-in,Small,Hover,Intrusive,No,Top Right,Reminder,Ambiguous
Banner,Small,Hover,Bold,No,Bottom Left,Newsletter,Less Well-Defined
Exit Popup,Thin,Hover,Aggressive,No,Top Right,Reminder,Ambiguous
Slide-in,Medium,Page Load,Aggressive,No,Top,Help,Ambiguous
Notification Bar,Small,On Load,Simple,Yes,Bottom Left,Offer,Less Well-Defined
Floating Box,Small,Hover,Basic,No,Center,Ad,Ambiguous
Exit Popup,Medium,Hover,Aggressive,No,Top Right,Survey,Ambiguous
Exit Popup,Small,Hover,Intrusive,Yes,Top Right,Reminder,Ambiguous
Exit Popup,Small,Page Load,Basic,No,Top Right,Reminder,Ambiguous
Fullscreen,Medium,Click,Soft,Yes,Center,Recommendation,Well-Defined
Banner,Small,On Load,Clean,Yes,Bottom Left,Discount,Less Well-Defined
Fullscreen,Medium,Exit Intent,Soft,Yes,Full Page,Ad,Well-Defined
Exit Popup,Thin,Page Load,Basic,No,Top,Help,Ambiguous
Dialog,Large,Scroll,Modern,Yes,Center,Alert,Well-Defined
Dialog,Medium,Exit Intent,Clean,Yes,Full Page,Recommendation,Well-Defined
Slide-in,Medium,Timer,Bold,No,Top Left,Discount,Less Well-Defined
Fullscreen,Medium,Scroll,Soft,Yes,Full Page,Ad,Well-Defined
Banner,Large,Scroll,Modern,No,Top,Ad,Well-Defined
Floating Box,Thin,Timer,Flat,Yes,Top,Survey,Ambiguous
Exit Popup,Thin,Hover,Intrusive,Yes,Top,Survey,Ambiguous
Fullscreen,Medium,Click,Clean,No,Bottom Right,Ad,Well-Defined
Banner,Large,Click,Bold,Yes,Top,Ad,Well-Defined
Fullscreen,Large,Exit Intent,Soft,No,Full Page,Offer,Well-Defined
Banner,Small,Timer,Simple,No,Top Left,Offer,Less Well-Defined
Exit Popup,Small,Hover,Flat,Yes,Top,Reminder,Ambiguous
Dialog,Medium,Click,Soft,Yes,Bottom Right,Ad,Well-Defined
Tooltip,Thin,Timer,Basic,Yes,Top Right,Reminder,Less Well-Defined
Dialog,Medium,Click,Bold,No,Bottom Right,Recommendation,Well-Defined
Modal,Medium,Exit Intent,Soft,No,Full Page,Recommendation,Well-Defined
Banner,Medium,Scroll,Clean,No,Center,Recommendation,Well-Defined
Exit Popup,Small,Hover,Intrusive,No,Top,Reminder,Ambiguous
Notification Bar,Medium,Timer,Simple,No,Bottom Left,Discount,Less Well-Defined
Dialog,Medium,On Load,Flat,No,Bottom Left,Offer,Less Well-Defined
Slide-in,Medium,On Load,Clean,Yes,Top Left,Newsletter,Less Well-Defined
Exit Popup,Small,Page Load,Aggressive,Yes,Center,Ad,Ambiguous
Exit Popup,Small,Hover,Flat,No,Top Right,Survey,Ambiguous
Dialog,Small,Hover,Flat,Yes,Top Left,Newsletter,Less Well-Defined
Banner,Small,Timer,Flat,No,Bottom Left,Help,Less Well-Defined
Dialog,Medium,On Load,Bold,Yes,Bottom Right,Offer,Well-Defined
Banner,Medium,On Load,Simple,No,Bottom Left,Offer,Less Well-Defined
Dialog,Medium,Timer,Simple,No,Bottom Left,Newsletter,Less Well-Defined
Floating Box,Small,Page Load,Intrusive,Yes,Top,Reminder,Ambiguous
Modal,Medium,Exit Intent,Soft,Yes,Full Page,Recommendation,Well-Defined
Tooltip,Medium,Hover,Basic,No,Center,Help,Ambiguous
Slide-in,Thin,Timer,Flat,No,Top Right,Help,Less Well-Defined
Floating Box,Thin,Timer,Flat,No,Center,Survey,Ambiguous
Modal,Medium,Exit Intent,Clean,No,Center,Ad,Well-Defined
Slide-in,Small,Hover,Clean,Yes,Bottom Left,Help,Less Well-Defined
Dialog,Medium,Click,Clean,Yes,Center,Recommendation,Well-Defined
Banner,Medium,On Load,Flat,Yes,Bottom Left,Offer,Less Well-Defined
Modal,Medium,On Load,Modern,Yes,Bottom Right,Offer,Well-Defined
Modal,Large,Scroll,Bold,No,Bottom Right,Alert,Well-Defined
Notification Bar,Small,Timer,Clean,No,Bottom,Newsletter,Less Well-Defined
Exit Popup,Medium,Hover,Flat,Yes,Top Right,Help,Ambiguous
Banner,Small,On Load,Bold,Yes,Top Left,Discount,Less Well-Defined
Modal,Large,Scroll,Modern,Yes,Center,Alert,Well-Defined
Modal,Large,Scroll,Soft,Yes,Top,Offer,Well-Defined
Banner,Small,Timer,Simple,No,Bottom Left,Offer,Less Well-Defined
Banner,Medium,Hover,Clean,No,Top Left,Discount,Less Well-Defined
Tooltip,Thin,Hover,Aggressive,No,Top,Reminder,Ambiguous
Dialog,Small,Timer,Simple,Yes,Bottom Left,Discount,Less Well-Defined
Dialog,Small,Hover,Bold,Yes,Bottom,Offer,Less Well-Defined
Dialog,Large,Exit Intent,Clean,Yes,Full Page,Ad,Well-Defined
Exit Popup,Thin,Hover,Basic,Yes,Top,Reminder,Ambiguous
Exit Popup,Small,Timer,Intrusive,Yes,Top Right,Ad,Ambiguous
Tooltip,Medium,Hover,Basic,No,Top Right,Ad,Ambiguous
Modal,Large,Exit Intent,Modern,Yes,Center,Alert,Well-Defined
Dialog,Large,Scroll,Modern,Yes,Bottom Right,Alert,Well-Defined
Banner,Small,On Load,Bold,Yes,Bottom Left,Newsletter,Less Well-Defined
Fullscreen,Medium,Scroll,Soft,Yes,Top,Ad,Well-Defined
Slide-in,Small,On Load,Bold,Yes,Bottom Left,Help,Less Well-Defined
Dialog,Medium,On Load,Simple,No,Bottom Left,Offer,Less Well-Defined
Banner,Medium,On Load,Soft,Yes,Bottom Right,Recommendation,Well-Defined
Modal,Medium,Click,Clean,Yes,Full Page,Alert,Well-Defined
Fullscreen,Large,Click,Bold,No,Center,Offer,Less Well-Defined
Banner,Small,On Load,Clean,Yes,Top Left,Newsletter,Less Well-Defined
Notification Bar,Small,On Load,Flat,Yes,Bottom Left,Offer,Less Well-Defined
Modal,Medium,Exit Intent,Bold,Yes,Bottom Right,Recommendation,Well-Defined
Notification Bar,Medium,On Load,Simple,No,Bottom Left,Offer,Less Well-Defined
Exit Popup,Thin,Hover,Intrusive,No,Top,Reminder,Ambiguous
Dialog,Medium,Click,Clean,No,Center,Recommendation,Well-Defined
Banner,Small,Timer,Bold,No,Bottom Left,Help,Less Well-Defined
Modal,Large,Scroll,Modern,No,Full Page,Offer,Well-Defined
Notification Bar,Medium,On Load,Clean,No,Bottom Left,Discount,Less Well-Defined
Dialog,Medium,On Load,Simple,No,Top Left,Offer,Less Well-Defined
Banner,Medium,Hover,Flat,Yes,Top Left,Newsletter,Less Well-Defined
Slide-in,Small,Timer,Flat,No,Bottom Left,Discount,Less Well-Defined
